Case 1: Area 3845883.2343749995, Perimeter 7844.4
Case 4472: Area 3856098.9340799996, Perimeter 7854.781999999999
Case 4473: Area 3552492.224058, Perimeter 7539.278
Case 4474: Area 2822937.8661100003, Perimeter 6750.742
Case 4475: Area 480907.510938, Perimeter 2778.8019999999997
Case 4476: Area 3805533.77736, Perimeter 7804.3240000000005
Case 4477: Area 3452212.8343680003, Perimeter 7435.532
Case 4478: Area 3829421.5058, Perimeter 7827.594
Case 4479: Area 3772862.582475, Perimeter 7770.088
Case 4480: Area 3637662.2034299998, Perimeter 7633.477999999999
Case 4481: Area 3799266.2995980005, Perimeter 7797.218000000001
Case 4482: Area 3808323.631584, Perimeter 7807.0380000000005
Case 4483: Area 3478337.1287220004, Perimeter 7460.234
Case 4484: Area 3669767.7468719995, Perimeter 7667.324
Case 4485: Area 3778369.115598, Perimeter 7775.358
Case 4486: Area 3543551.366055, Perimeter 7530.464
Case 4487: Area 3630576.377491, Perimeter 7627.016
Case 4488: Area 3737876.0307850004, Perimeter 7737.124
Case 4489: Area 3815454.8991199997, Perimeter 7813.788
Case 4490: Area 3664551.84117, Perimeter 7657.322
Case 4491: Area 1782304.6102200004, Perimeter 5488.4220000000005
Case 4492: Area 3774510.499928, Perimeter 7772.531999999999
Case 4493: Area 3921744.1254839995, Perimeter 7921.36
Case 4494: Area 1678565.2512639998, Perimeter 5206.582
Case 4495: Area 3829235.065806, Perimeter 7827.386
Case 4496: Area 1980956.211736, Perimeter 5675.5
Case 4497: Area 3309320.90304, Perimeter 7278.544
Case 4498: Area 3492576.3352619996, Perimeter 7477.8859999999995
Case 4499: Area 3697600.5981, Perimeter 7695.114
Case 4500: Area 3290388.01344, Perimeter 7257.264
Case 4501: Area 3706992.8244359996, Perimeter 7701.624
Case 4502: Area 3517974.22576, Perimeter 7504.892
Case 4503: Area 3608769.9105330002, Perimeter 7600.652
Case 4504: Area 3833170.0117590004, Perimeter 7832.32
Case 4505: Area 3530887.071262, Perimeter 7517.986000000001
Case 4506: Area 3680073.814466, Perimeter 7673.610000000001
Case 4507: Area 3631277.92392, Perimeter 7626.956
Case 4508: Area 3503687.640176, Perimeter 7488.804
Case 4509: Area 3461869.361496, Perimeter 7444.3099999999995
Case 4510: Area 3721044.272229, Perimeter 7716.3
Case 4511: Area 3090964.48768, Perimeter 7033.567999999999
Case 4512: Area 1992732.6269759997, Perimeter 5719.19
Case 4513: Area 3068181.6769579994, Perimeter 7023.678
Case 4514: Area 3543278.2497839998, Perimeter 7529.65
Case 4515: Area 3761050.0994510003, Perimeter 7757.64
Case 4516: Area 3891913.71546, Perimeter 7891.406
Case 4517: Area 3697456.8758400003, Perimeter 7695.066000000001
Case 4518: Area 3838800.57084, Perimeter 7837.308
Case 4519: Area 3808440.3359609996, Perimeter 7806.7
Case 4520: Area 3571594.155765, Perimeter 7562.348
Case 4521: Area 3418840.126797, Perimeter 7404.764
Case 4522: Area 3797936.8696169998, Perimeter 7795.356
Case 4523: Area 3690857.5908640004, Perimeter 7684.81
Case 4524: Area 3882468.6023549996, Perimeter 7881.704
Case 4525: Area 3886025.8183250003, Perimeter 7885.356
Case 4526: Area 3584853.5336439996, Perimeter 7576.45
Case 4527: Area 3890218.847482, Perimeter 7889.594
Case 4528: Area 3438342.281864, Perimeter 7422.57
Case 4529: Area 3820765.6358169997, Perimeter 7818.964
Case 4530: Area 3413653.403571, Perimeter 7396.856
Case 4531: Area 3913923.1600120002, Perimeter 7913.456
Case 4532: Area 3829633.2360930005, Perimeter 7828.292
Case 4533: Area 3855463.768528, Perimeter 7854.1720000000005
Case 4534: Area 3897163.485376, Perimeter 7896.62
Case 4535: Area 3824683.5656800005, Perimeter 7822.796
Case 4536: Area 3711467.564805, Perimeter 7707.148
Case 4537: Area 3589892.8322589993, Perimeter 7579.911999999999
Case 4538: Area 3822416.663205, Perimeter 7821.004
Case 4539: Area 3895477.423822, Perimeter 7895.174
Case 4540: Area 3335301.096303, Perimeter 7306.192
Case 4541: Area 3772118.6025570002, Perimeter 7769.604
Case 4542: Area 3844601.579819, Perimeter 7843.5599999999995
Case 4543: Area 2594406.4702399997, Perimeter 6446.376
Case 4544: Area 3732490.631601, Perimeter 7727.996
Case 4545: Area 3921590.5235, Perimeter 7921.434
Case 4546: Area 3695941.7147379997, Perimeter 7690.022
Case 4547: Area 3643983.134521, Perimeter 7636.34
Case 4548: Area 3868663.703632, Perimeter 7867.924
Case 4549: Area 3800019.716274, Perimeter 7797.65
Case 4550: Area 3728297.7809099997, Perimeter 7723.526
Case 4551: Area 3792646.327675, Perimeter 7790.392
Case 4552: Area 3828923.054465, Perimeter 7827.108
Case 4553: Area 3576685.040262, Perimeter 7565.154
Case 4554: Area 2678511.342948, Perimeter 6566.248
Case 4555: Area 3631175.405748, Perimeter 7622.298
Case 4556: Area 2043299.1899279999, Perimeter 5721.892
Case 4557: Area 3654617.1547259996, Perimeter 7647.346
Case 4558: Area 3878046.50454, Perimeter 7877.312
Case 4559: Area 3533338.1239589998, Perimeter 7521.7119999999995
Case 4560: Area 2800611.61259, Perimeter 6727.338
Case 4561: Area 3690490.594558, Perimeter 7686.657999999999
Case 4562: Area 3797972.783828, Perimeter 7795.938
Case 4563: Area 3673850.9478840004, Perimeter 7668.610000000001
Case 4564: Area 3402448.50694, Perimeter 7382.762000000001
Case 4565: Area 3830761.5755339996, Perimeter 7829.038
Case 4566: Area 2165833.686264, Perimeter 6043.982
Case 4567: Area 3296807.757774, Perimeter 7266.6900000000005
Case 4568: Area 3759306.130248, Perimeter 7757.907999999999
Case 4569: Area 3320277.645375, Perimeter 7289.968
Case 4570: Area 3361211.802828, Perimeter 7357.798
Case 4571: Area 3329481.2325559994, Perimeter 7301.789999999999
Case 4572: Area 3903436.4341990002, Perimeter 7903.072
Case 4573: Area 2343866.43825, Perimeter 6126.754
Case 4574: Area 3541745.0130919996, Perimeter 7533.054
Case 4575: Area 501290.51906399993, Perimeter 3036.31
Case 4576: Area 3684078.275235, Perimeter 7679.752
Case 4577: Area 3850078.024165, Perimeter 7849.036
Case 4578: Area 3561392.225341, Perimeter 7552.58
Case 4579: Area 3054887.7307800003, Perimeter 6991.394
Case 4580: Area 3834694.299474, Perimeter 7832.978
Case 4581: Area 3739054.905223, Perimeter 7736.272
Case 4582: Area 3311727.6565159997, Perimeter 7281.389999999999
Case 4583: Area 3334724.785766, Perimeter 7305.234
Case 4584: Area 3296022.6135629998, Perimeter 7272.871999999999
Case 4585: Area 3677775.657948, Perimeter 7671.647999999999
Case 4586: Area 3786622.006412, Perimeter 7785.264
Case 4587: Area 3790171.6705120006, Perimeter 7787.366
Case 4588: Area 3848312.517504, Perimeter 7847.108
Case 4589: Area 3082219.183073, Perimeter 7022.532
Case 4590: Area 3721263.6924900003, Perimeter 7716.606
Case 4591: Area 3901005.16352, Perimeter 7900.415999999999
Case 4592: Area 3781051.598549, Perimeter 7778.219999999999
Case 4593: Area 3750147.05013, Perimeter 7746.534
Case 4594: Area 3913131.818023, Perimeter 7912.6720000000005
Case 4595: Area 3876585.0549140004, Perimeter 7876.2300000000005
Case 4596: Area 3871075.7038370003, Perimeter 7870.404
Case 4597: Area 3248412.9750570003, Perimeter 7213.276
Case 4598: Area 3860617.1782150003, Perimeter 7859.6320000000005
Case 4599: Area 3441541.5056189997, Perimeter 7420.951999999999
Case 4600: Area 3798417.4166079997, Perimeter 7796.487999999999
Case 4601: Area 3774256.47522, Perimeter 7771.114
Case 4602: Area 896081.8765080001, Perimeter 3918.898
Case 4603: Area 2103013.6490499997, Perimeter 5821.629999999999
Case 4604: Area 3671494.5825360003, Perimeter 7664.49
Case 4605: Area 217158.849336, Perimeter 1866.31
Case 4606: Area 3504654.2135699997, Perimeter 7488.701999999999
Case 4607: Area 3650917.4797020005, Perimeter 7643.726000000001
Case 4608: Area 3845194.21385, Perimeter 7844.262
Case 4609: Area 3708532.960866, Perimeter 7703.37
Case 4610: Area 3288761.66472, Perimeter 7265.907999999999
Case 4611: Area 3732431.32052, Perimeter 7729.452
Case 4612: Area 3900093.927282, Perimeter 7899.466
Case 4613: Area 2582368.9689869997, Perimeter 6491.736
Case 4614: Area 3198807.997905, Perimeter 7172.156
Case 4615: Area 3454286.80908, Perimeter 7436.858
Case 4616: Area 3558365.6577, Perimeter 7545.454
Case 4617: Area 3521112.9658320006, Perimeter 7511.884
Case 4618: Area 3337320.4626849997, Perimeter 7325.188
Case 4619: Area 3844351.5660539996, Perimeter 7842.8099999999995
Case 4620: Area 3636795.747152, Perimeter 7628.154
Case 4621: Area 3804769.281285, Perimeter 7803.508
Case 4622: Area 3654377.251675, Perimeter 7646.92
Case 4623: Area 2609156.2881720006, Perimeter 6478.954000000001
Case 4624: Area 3867954.585024, Perimeter 7866.85
Case 4625: Area 3678808.0964579997, Perimeter 7673.722
Case 4626: Area 3894707.7637920002, Perimeter 7894.064
Case 4627: Area 3868252.885018, Perimeter 7867.281999999999
Case 4628: Area 3587309.732816, Perimeter 7579.92
Case 4629: Area 3874824.8986620004, Perimeter 7874.126
Case 4630: Area 3877466.8964219997, Perimeter 7876.773999999999
Case 4631: Area 3844412.932904, Perimeter 7842.87
Case 4632: Area 1801750.788001, Perimeter 5641.7
Case 4633: Area 3826285.3185659996, Perimeter 7824.59
Case 4634: Area 3793618.482806, Perimeter 7790.886
Case 4635: Area 2522023.905298, Perimeter 6419.582
Case 4636: Area 3294281.267895, Perimeter 7261.472
Case 4637: Area 2782274.1209899997, Perimeter 6678.966
Case 4638: Area 3896956.18416, Perimeter 7896.284
Case 4639: Area 3909002.3716050005, Perimeter 7908.564
Case 4640: Area 3522582.973568, Perimeter 7507.992
Case 4641: Area 3849597.620806, Perimeter 7848.35
Case 4642: Area 3902129.56527, Perimeter 7901.558
Case 4643: Area 3800941.988602, Perimeter 7798.994
Case 4644: Area 3066819.8004799997, Perimeter 7006.236
Case 4645: Area 3742906.537044001, Perimeter 7740.200000000001
Case 4646: Area 3476469.6709580002, Perimeter 7468.782
Case 4647: Area 3300913.4970400003, Perimeter 7267.426
Case 4648: Area 3636228.1493499996, Perimeter 7634.662
Case 4649: Area 3819135.770219, Perimeter 7818.648
Case 4650: Area 3423866.455806, Perimeter 7401.586
Case 4651: Area 3754393.7941480004, Perimeter 7750.522000000001
Case 4652: Area 3555392.473464, Perimeter 7542.518
Case 4653: Area 3195578.341175, Perimeter 7152.48
Case 4654: Area 3560029.8217329998, Perimeter 7549.172
Case 4655: Area 3656906.2717000004, Perimeter 7652.126
Case 4656: Area 3296158.188543, Perimeter 7262.592
Case 4657: Area 3807547.278102, Perimeter 7805.254
Case 4658: Area 3854458.2863600003, Perimeter 7853.154
Case 4659: Area 3727679.8718719995, Perimeter 7723.074
Case 4660: Area 3266332.7597229998, Perimeter 7256.888
Case 4661: Area 3865689.293712, Perimeter 7864.594
Case 4662: Area 287764.67930699995, Perimeter 2233.096
Case 4663: Area 3687011.0721299998, Perimeter 7682.714
Case 4664: Area 3684279.1292, Perimeter 7677.8099999999995
Case 4665: Area 3798056.0318, Perimeter 7795.446
Case 4666: Area 3873437.514504, Perimeter 7872.58
Case 4667: Area 3796815.8198879994, Perimeter 7795.8279999999995
Case 4668: Area 3829119.13692, Perimeter 7827.814
Case 4669: Area 3052762.351228, Perimeter 6999.322
Case 4670: Area 3738730.9114229996, Perimeter 7734.688
Case 4671: Area 3481767.9073379994, Perimeter 7473.958
Case 4672: Area 972382.152594, Perimeter 4296.898
Case 4673: Area 3771628.299912, Perimeter 7768.3240000000005
Case 4674: Area 3869774.5559880002, Perimeter 7868.882
Case 4675: Area 3330631.136784, Perimeter 7301.612
Case 4676: Area 3876060.377649, Perimeter 7875.1
Case 4677: Area 0.0, Perimeter 0.0
Case 4678: Area 3580230.8223579996, Perimeter 7569.657999999999
Case 4679: Area 3766113.9830839993, Perimeter 7762.661999999999
Case 4680: Area 3847554.989268, Perimeter 7846.142
Case 4681: Area 3558230.469052, Perimeter 7555.174
Case 4682: Area 0.0, Perimeter 0.0
Case 4683: Area 3930072.2143419995, Perimeter 7929.766
Case 4684: Area 3806565.590112, Perimeter 7804.564
Case 4685: Area 3350051.3974699997, Perimeter 7321.494
Case 4686: Area 3610412.266864, Perimeter 7600.96
Case 4687: Area 3913587.7806400005, Perimeter 7913.122
Case 4688: Area 3580233.4014959997, Perimeter 7569.505999999999
Case 4689: Area 3815089.2215019995, Perimeter 7812.914
Case 4690: Area 3293581.1477719997, Perimeter 7282.026
Case 4691: Area 3911490.9281250006, Perimeter 7911.1
Case 4692: Area 3634542.812685, Perimeter 7628.708
Case 4693: Area 3651667.264026, Perimeter 7643.75
Case 4694: Area 3623420.4603520003, Perimeter 7617.376
Case 4695: Area 3909093.907086, Perimeter 7908.87
Case 4696: Area 3763243.543692, Perimeter 7761.754000000001
Case 4697: Area 3548013.9289949997, Perimeter 7539.368
Case 4698: Area 3862119.67464, Perimeter 7861.034
Case 4699: Area 3836230.378114, Perimeter 7835.482
Case 4700: Area 3932158.7107800003, Perimeter 7931.872
Case 4701: Area 3694109.364291, Perimeter 7689.416
Case 4702: Area 3377561.4188839993, Perimeter 7351.349999999999
Case 4703: Area 3812457.263256, Perimeter 7810.21
Case 4704: Area 2952565.378817, Perimeter 6897.156
Case 4705: Area 3794735.3835259997, Perimeter 7792.254
Case 4706: Area 3714810.1732240003, Perimeter 7712.39
Case 4707: Area 3158849.05593, Perimeter 7116.5380000000005
Case 4708: Area 3866574.0647600004, Perimeter 7865.484
Case 4709: Area 3712351.1062499997, Perimeter 7707.005999999999
Case 4710: Area 3122732.13577, Perimeter 7068.9619999999995
Case 4711: Area 55016.02497499998, Perimeter 991.4879999999998
Case 4712: Area 3849569.44341, Perimeter 7849.353999999999
Case 4713: Area 3746487.842451, Perimeter 7744.68
Case 4714: Area 3851542.723776, Perimeter 7850.71
Case 4715: Area 3906926.83945, Perimeter 7906.414
Case 4716: Area 3687311.567485, Perimeter 7683.196
Case 4717: Area 3842472.7866140003, Perimeter 7841.3820000000005
Case 4718: Area 3594177.8479999998, Perimeter 7584.414
Case 4719: Area 3741392.718224, Perimeter 7738.428
Case 4720: Area 3716662.4251380004, Perimeter 7712.262000000001
Case 4721: Area 3955642.8366380003, Perimeter 7955.598
Case 4722: Area 3970785.351, Perimeter 7970.732
Case 4723: Area 3872583.1561, Perimeter 7871.554
Case 4724: Area 3225069.232625, Perimeter 7185.66
Case 4725: Area 3937359.9588599997, Perimeter 7937.114
Case 4726: Area 3781737.8933110004, Perimeter 7780.16
Case 4727: Area 3918324.9850879996, Perimeter 7917.972
Case 4728: Area 3831763.2108100005, Perimeter 7829.9980000000005
Case 4729: Area 3871980.85027, Perimeter 7870.942
Case 4730: Area 3616527.8168599997, Perimeter 7609.146
Case 4731: Area 3632642.5587540003, Perimeter 7623.91
Case 4732: Area 3530510.7723449995, Perimeter 7518.804
Case 4733: Area 3682689.3602640005, Perimeter 7676.790000000001
Case 4734: Area 3878590.27554, Perimeter 7877.678
Case 4735: Area 3701353.4841839997, Perimeter 7695.562
Case 4736: Area 3706442.8591270004, Perimeter 7702.336
Case 4737: Area 3814221.1632000003, Perimeter 7812.232
Case 4738: Area 3796369.1896799994, Perimeter 7794.2119999999995
Case 4739: Area 3427363.412064, Perimeter 7405.38
Case 4740: Area 3679825.1948349993, Perimeter 7674.103999999999
Case 4741: Area 3703648.9940049998, Perimeter 7699.796
Case 4742: Area 3898275.1727719996, Perimeter 7897.914
Case 4743: Area 3576890.326569, Perimeter 7565.139999999999
Case 4744: Area 835420.6094250001, Perimeter 3678.884
Case 4745: Area 3729194.747653, Perimeter 7724.492
Case 4746: Area 3644526.472552, Perimeter 7642.4439999999995
Case 4747: Area 3558931.09497, Perimeter 7548.902
Case 4748: Area 3700072.147856, Perimeter 7694.286
Case 4749: Area 3537091.2987360004, Perimeter 7526.9800000000005
Case 4750: Area 3830380.6814249996, Perimeter 7828.796
Case 4751: Area 3010595.289768, Perimeter 6940.492
Case 4752: Area 3763362.352256, Perimeter 7761.264
Case 4753: Area 3832860.656707, Perimeter 7831.096
Case 4754: Area 3136156.52562, Perimeter 7083.682
Case 4755: Area 3656249.920554, Perimeter 7648.657999999999
Case 4756: Area 3896848.3327200003, Perimeter 7896.416
Case 4757: Area 851838.7164319999, Perimeter 4178.814
Case 4758: Area 3772080.2072940003, Perimeter 7769.450000000001
Case 4759: Area 3918677.719909, Perimeter 7918.388000000001
Case 4760: Area 3839536.7898429995, Perimeter 7838.072
Case 4761: Area 3912422.627526, Perimeter 7911.97
Case 4762: Area 2406388.0504860003, Perimeter 6207.874
Case 4763: Area 3927729.358152, Perimeter 7927.404
Case 4764: Area 2055371.305584, Perimeter 5905.838
Case 4765: Area 3653065.45845, Perimeter 7645.366
Case 4766: Area 3795634.9911320005, Perimeter 7793.046
Case 4767: Area 3706115.1125249993, Perimeter 7700.8279999999995
Case 4768: Area 3786345.4024480004, Perimeter 7783.7480000000005
Case 4769: Area 3840835.73216, Perimeter 7839.228
Case 4770: Area 3921801.663878, Perimeter 7921.4220000000005
Case 4771: Area 3355365.9172400003, Perimeter 7327.122
Case 4772: Area 3516965.291334, Perimeter 7501.45
Case 4773: Area 3678554.1454559998, Perimeter 7672.799999999999
Case 4774: Area 3781309.492881, Perimeter 7778.236
Case 4775: Area 3889732.467322, Perimeter 7889.314
Case 4776: Area 3848812.65751, Perimeter 7847.902
Case 4777: Area 3619106.555904, Perimeter 7614.008
Case 4778: Area 3146006.533735, Perimeter 7115.7919999999995
Case 4779: Area 3932053.85144, Perimeter 7931.808
Case 4780: Area 3497088.741054999, Perimeter 7480.527999999999
Case 4781: Area 2622864.186272, Perimeter 6519.174
Case 4782: Area 1684546.506195, Perimeter 5478.183999999999
Case 4783: Area 3471708.3431280004, Perimeter 7454.318
Case 4784: Area 3810578.904064, Perimeter 7808.368
Case 4785: Area 3838263.624195, Perimeter 7836.728
Case 4786: Area 3887255.3421840006, Perimeter 7886.462
Case 4787: Area 3037298.55576, Perimeter 6998.204
Case 4788: Area 2657565.492054, Perimeter 6521.0419999999995
Case 4789: Area 3880671.959354, Perimeter 7880.43
Case 4790: Area 3296174.7243660004, Perimeter 7262.710000000001
Case 4791: Area 3445048.979675, Perimeter 7426.728
Case 4792: Area 3790159.9903100003, Perimeter 7787.334000000001
Case 4793: Area 3730796.302489, Perimeter 7727.668
Case 4794: Area 3673845.4042800004, Perimeter 7666.972
Case 4795: Area 3833429.581395, Perimeter 7831.688
Case 4796: Area 3866006.3930400005, Perimeter 7865.006
Case 4797: Area 3235542.0162600004, Perimeter 7195.064
Case 4798: Area 3750077.7703859997, Perimeter 7746.969999999999
Case 4799: Area 3885446.2926839995, Perimeter 7884.688
Case 4800: Area 3880043.8739879997, Perimeter 7879.432
Case 4801: Area 3600912.469938, Perimeter 7595.0779999999995
Case 4802: Area 3603254.935644, Perimeter 7592.897999999999
Case 4803: Area 58451.07411000002, Perimeter 3268.442
Case 4804: Area 3402883.4065739997, Perimeter 7381.722
Case 4805: Area 3675152.407962, Perimeter 7669.066
Case 4806: Area 3833672.544988, Perimeter 7832.338
Case 4807: Area 3714382.4640539996, Perimeter 7710.842
Case 4808: Area 3757302.65358, Perimeter 7753.838
Case 4809: Area 3215207.9169270005, Perimeter 7190.624000000001
